UUID,DATE,TIME,HOLDING_POINT,EDGE ROTATION,EDGE DIST,EDGE ANGLE,SIDE,MARKING, LIGHT,LONG DIST,LAT DIST,ANGLE,SHA256,CORRECTION,COMMENT,MODIF,SEED,FLIP,SKEW_SIDE,SKEW_TOP,ROTATE_LEFT,ROTATE_RIGHT,BRIGHT,DARK,SHEAR_LEFT,SHEAR_RIGHT,DISTORT,CONTRAST,ORIGINAL,Unnamed: 0
a5ba1f82-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:06:06,0,0,0,0,0,0,0,15,15,67.5,826d0a3f534f74416a26ad0e0ce9662915f7b03f9889ece1fb71ba016854b04b,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
a704a4d4-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:06:08,0,0,0,0,0,0,0,15,15,90.0,59a4f817af41198a09f3c36a977a01e25cc20eb5db654df5c62928a80bb18877,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
a82b8e72-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:06:10,0,0,0,0,0,0,0,30,15,0.0,1afd7bcf88016e025cb14e24c11df9dabd96aa0c960cfdd070531c5faba59da3,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
a92c8a10-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:06:12,0,0,0,0,0,0,0,30,15,22.5,0e5a7ea3d94479fa4854de97093c9a3e4875f75192e45092f1d8d5a91802257b,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
abb7486a-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:06:16,0,0,0,0,0,0,0,30,15,45.0,f3402431ee6478b2dc80ee6fbaf4730f4fabc2b145c41f5c50626c8738781d10,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
ac96d390-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:06:18,0,0,0,0,0,0,0,30,15,67.5,e8de260967bf8185c6087766a1cd3b1e13d0760380e36576440bc68db00a4004,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
adea4312-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:06:20,0,0,0,0,0,0,0,30,15,90.0,6a932c86d4c9ffdc5eada9b4a2c77c31be260c24ef87117113e12bbb649be2ad,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
aef46422-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:06:22,0,0,0,0,0,0,0,45,15,0.0,f812f8c1b82c5b0d8faab8727174e26a284583dd7f7cf62e1c4fb801e0a82e0a,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
b00cd36c-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:06:24,0,0,0,0,0,0,0,45,15,22.5,ac5ca4716b90177079ee074ce78d2a579784199d9526528882cc701423b23888,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
b3497616-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:06:29,0,0,0,0,0,0,0,45,15,45.0,27bc042f525cf691f64df43de7338c0aeb419dafc2ea73cd2c85142f3c452d28,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
b44f97fc-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:06:31,0,0,0,0,0,0,0,45,15,67.5,6f390ca3b09251a00df398b416c9c42ea289d08845928efc8d6ebfcf16db1b65,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
b535dd16-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:06:32,0,0,0,0,0,0,0,45,15,90.0,9640ba38d67c0e08de3128dc8d0357501f69c2ae62c47da58309e5d434383b2f,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
b637384a-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:06:34,0,0,0,0,0,0,0,60,15,0.0,58d2117a4695b7cb76b57004dd24dfd19ed52fe171c93eab6a71801a0f816d31,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
b7510634-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:06:36,0,0,0,0,0,0,0,60,15,22.5,dd4ac77deb122aa8e8dbd6ed64cb602e001db66de308821ed94a5c99841809a7,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
b83f9b82-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:06:37,0,0,0,0,0,0,0,60,15,45.0,cd90d2b7b20abc2b0ad07725f2c9cc528f538b5f98db3740c98d33192e9a3909,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
b9694bc0-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:06:39,0,0,0,0,0,0,0,60,15,67.5,bc1d5a2795c5621f93fc8063e3818e92b2ac150deee855848aec5ee556fc00b5,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
ba7d29fa-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:06:41,0,0,0,0,0,0,0,60,15,90.0,43bd8a2fdf08a03385a6bad165480b882b537f3085a4362101ffce05929a0f19,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
bc32fb08-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:06:44,0,0,0,0,0,0,0,0,30,0.0,e5fe231205b84b1e091ca98bd465824361c85685cdab96396977a8ff845ab8ce,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
bf7d809e-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:06:49,0,0,0,0,0,0,0,0,30,22.5,47e9ee415bb2622166e10668272909c670988e3403aad5b3d503462f2357ed9d,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
c0a72362-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:06:51,0,0,0,0,0,0,0,0,30,45.0,eddea95ad4fd7bccaded7113e2d6f092def4e7614ba4caccb9ac23008606d523,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
c1922e3e-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:06:53,0,0,0,0,0,0,0,0,30,67.5,5dcf51b5add4ace6aeb4f454a2c9d62eda9d2a23c212cecc4277b1a9c7b9dc77,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
c28be1d6-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:06:55,0,0,0,0,0,0,0,0,30,90.0,6db290c9fff83fe4b37f7c081e31a7039654591a7862637989fff4904a257e6a,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
c38a7098-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:06:56,0,0,0,0,0,0,0,15,30,0.0,d9d3549771ccc94b48e95bab482158d382a2e8334468269085ed1673e497116b,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
c6b292dc-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:07:02,0,0,0,0,0,0,0,15,30,22.5,96db6ed23b2e8ce2c18031de7d67de75ad22960a8038a25d29ae8d3a2d881d18,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
c7db4a82-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:07:03,0,0,0,0,0,0,0,15,30,45.0,82304a7a34bb3fe5859a031fa40d9c4e3600fdb17e484d97610e27b09e8c8da0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
c8c5db10-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:07:05,0,0,0,0,0,0,0,15,30,67.5,7c438648d513a2920a0a431d7f7dbf1abde2b76cddecc6140e0e5ea50165087c,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
c971795c-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:07:06,0,0,0,0,0,0,0,15,30,90.0,afa7f7c237bf0dab21f6b5229d1d7df00080a06090fc169a8cf92359dd7548d0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
ca3cab90-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:07:07,0,0,0,0,0,0,0,30,30,0.0,d1920f4abf5786b36865f7cac76da5ed16d788620e8ff3d94c480d7971618f1e,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
cb0c8c98-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:07:09,0,0,0,0,0,0,0,30,30,22.5,bbcbda8e43e6e25ed6b9fa6d8ad28251388e73a7d979b3d0033f00869688a317,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
cb2643ea-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:07:09,0,0,0,0,0,0,0,30,30,45.0,bbcbda8e43e6e25ed6b9fa6d8ad28251388e73a7d979b3d0033f00869688a317,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
cc05b71e-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:07:10,0,0,0,0,0,0,0,30,30,67.5,709147826dc4c0a1a880de0a65fecba46e2f13a61171e47a093152a59c3bede3,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
ccceba60-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:07:12,0,0,0,0,0,0,0,30,30,90.0,e956062b51141e83ce817b9e1bd4b5a5a764ca13a60a1a6b59b19dc7c5a52bf0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
cd9838cc-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:07:13,0,0,0,0,0,0,0,45,30,0.0,6a59e8450ca9114c8ff1b7ea31b7f2ae004460efeb8932f144dc6ba78836fc78,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
ceb1e2f8-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:07:15,0,0,0,0,0,0,0,45,30,22.5,c4b0bbe22c9cb45faec8ecb5b526400e55678b2a031115041b565fa77d7450c4,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
cfe9dc20-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:07:17,0,0,0,0,0,0,0,45,30,45.0,188b01338d8237397eece758d8c26ff9ce09bc072ba6769c0224a00031ffb0fa,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
d0e3fea8-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:07:19,0,0,0,0,0,0,0,45,30,67.5,67453608529297289f57cf1b6c2d86e9f9fcdb48b83b72b4b697ec4cec8d1d90,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
d202fd2a-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:07:21,0,0,0,0,0,0,0,45,30,90.0,b158f29675aa77be0b94775befa8d39810f9d3f1dbe99f3281a9b95b1dcc5b78,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
d3454b66-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:07:23,0,0,0,0,0,0,0,60,30,0.0,cbb6cf4927970440dd51c9039174c4e69cf2d3404cd627c5a0432d27991b6f34,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
d43541c0-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:07:24,0,0,0,0,0,0,0,60,30,22.5,58cfbd4daf923fc3af4948e2fd09f741f2673e73195745a5111ff467d74220c3,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
d5588f08-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:07:26,0,0,0,0,0,0,0,60,30,45.0,935ea951f5dab54d482acb437bbf97ef33552f624ebe85bf1c883d46b6e7e714,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
d65ee8de-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:07:28,0,0,0,0,0,0,0,60,30,67.5,f27ecb547b8121b73f5baf9e8bc836543e98e4e13ec029a1cd49c7b9897bfb46,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
d7773618-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:07:30,0,0,0,0,0,0,0,60,30,90.0,d75ebf6eef20c5d3c512d3c1e3fc8629463be6735b46883df60365a666146bfb,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
d894a878-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:07:32,0,0,0,0,0,0,0,0,45,0.0,6de8a7302f1cf672532f9eb25d828ef91bbcb19e391be427d6261c210c36bce2,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
d9e2af68-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:07:34,0,0,0,0,0,0,0,0,45,22.5,3d29185da9e686e18fe12a5c42f563c45f22497a68ac8cf1e4aafa0fece28002,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
dae67980-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:07:35,0,0,0,0,0,0,0,0,45,45.0,fb9347763b9522b79ee877e0230bec7931fc22bc4f6bf9a2d570113a442a26a2,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
dbac9386-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:07:37,0,0,0,0,0,0,0,0,45,67.5,3ab57ef98a674d11573988ff9befd56308ddd8086dc1f60fc739fccfea1bcd27,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
dc6d033c-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:07:38,0,0,0,0,0,0,0,0,45,90.0,5438c52e88c065abfb41d83fad73d683388d39259d6490cc541c7f894975da27,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
dd30266e-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:07:39,0,0,0,0,0,0,0,15,45,0.0,1131498a7b3eab061ac9de6c058dd620273ccea5c5098174a3ce9eb0cd3a9e45,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
ddf36f98-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:07:41,0,0,0,0,0,0,0,15,45,22.5,ee547266c19956f8cec7334ccba4d18150b0a09a595eabfb97b9add8ff52e3e0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
df2a44f4-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:07:43,0,0,0,0,0,0,0,15,45,45.0,c9758a596d57d6b4fb640468cf053263588128018e99e0614521c97abf066b9f,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
e2a6a9b0-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:07:48,0,0,0,0,0,0,0,15,45,67.5,4312634f5f92e53f9c614bd108a6ff18ca25a32e37b850b9b61683bcdf9a8095,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
e3623d4c-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:07:50,0,0,0,0,0,0,0,15,45,90.0,66609ce2c92850e480da7f4df31b4878e62175e2b6697222bbfc4ea60a97f836,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
e4d8d302-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:07:52,0,0,0,0,0,0,0,30,45,0.0,e31ab53bd0a0f375d0ad43096ee4b82aca53d2292a55349788f5b8b5808ed0a8,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
e601835a-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:07:54,0,0,0,0,0,0,0,30,45,22.5,a5e41187eb64f9624851c063da0f32d651aaeee968bad67782ab5100331fc837,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
e69a6660-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:07:55,0,0,0,0,0,0,0,30,45,45.0,cb7aa9be5fff68513f92e8a110f71bc4b868ab2e937640418033911872a3e45e,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
e75c208e-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:07:56,0,0,0,0,0,0,0,30,45,67.5,162f5b985abceecba3a703b04ad9b42606089ffa0bbcdea8db5d3eb6b1e07d98,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
e814baea-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:07:58,0,0,0,0,0,0,0,30,45,90.0,32cb0751c6f93314830174b051dec79cf9dc05a0e2dda2fac1e78d6d6ea0de6e,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
e8bddb2a-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:07:59,0,0,0,0,0,0,0,45,45,0.0,5b56f956d1cbe2cfd26b641775e61405bf73a11fb48428e1a8ea90c982ada2da,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
e8dbd22e-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:07:59,0,0,0,0,0,0,0,45,45,22.5,134da6a08175ac22abd63ab15f1de3efc0fd0185c47ca6e2fda802e44d04055e,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
e979554e-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:08:00,0,0,0,0,0,0,0,45,45,45.0,a53a6ab3b675ecaf098f07c39ba0ab24f538f60ac4aca9a383cbbe3c1a7f5338,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
ea666c58-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:08:01,0,0,0,0,0,0,0,45,45,67.5,c4038d52e4e4e888d6a1d2521521387998f58b89d63ddec408b9110f09266fc4,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
eb039bd6-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:08:02,0,0,0,0,0,0,0,45,45,90.0,715dcebacdbd98a06c378efd6ac4e53e0871867a352cec91fd7cb79b14030ade,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
ebc12d4a-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:08:04,0,0,0,0,0,0,0,60,45,0.0,1ff71da74ab57b05e1349a16a36edd76db0fe4f1d9aa462ab64b39de6d0ed856,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
edd23f16-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:08:07,0,0,0,0,0,0,0,60,45,22.5,2999a948cf1dafb16657d2535d32d5f99d9394bf18fc912a659215ff597ea3f3,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
eea88cd8-b259-11eb-9445-16f63a1aa8c9,11-05-21,15:08:09,0,0,0,0,0,0,0,60,45,45.0,6d8a3bf33d0209fa11a2b20bba98c6225a47ef97f901402260b37e6f956ec517,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
